publisher_id,sum(bid_price)
689,67.29899999999999
110,65.0985
459,74.13730000000001
467,88.68049999999998
220,78.62830000000001
312,82.787
700,65.7698
11,53.494299999999996
544,43.6237
259,67.1066
626,65.11649999999999
596,70.2087
83,106.53640000000001
313,82.6956
307,88.9176
680,79.8468
476,102.43390000000001
182,103.7033
508,42.1759
134,109.05010000000001
581,71.9778
601,83.36960000000002
827,36.99119999999999
634,66.4719
280,72.41199999999999
418,64.9725
55,87.91369999999999
833,90.36460000000001
122,78.4297
864,57.08369999999999
401,98.7285
1045,73.84709999999998
598,66.80330000000001
981,62.7585
840,66.3977
1082,63.3147
688,81.85390000000001
126,83.1537
537,73.616
1005,81.42050000000002
777,78.59729999999999
923,76.9197
456,67.9881
645,129.3306
790,74.08609999999999
469,112.34779999999998
904,74.20859999999999
606,70.0041
373,93.8429
621,95.40799999999999
654,84.5986
437,67.1658
908,64.4529
495,101.1203
749,75.49100000000001
558,67.6816
1107,83.79660000000001
755,47.503
501,92.12279999999998
511,87.2156
886,53.422999999999995
640,102.21310000000003
188,111.50489999999998
659,54.11109999999999
176,95.4979
1030,119.75
794,75.8463
389,103.4726
523,75.49289999999999
271,78.4571
258,88.20039999999999
736,43.1242
540,74.9059
333,89.64609999999999
835,72.86509999999998
161,33.7086
421,48.45530000000001
803,58.2903
113,54.3853
991,83.29479999999998
616,62.5938
138,95.89630000000001
957,105.8176
694,87.1937
955,108.8626
446,95.3967
910,64.8052
632,57.4649
524,64.5605
281,60.6588
202,55.887499999999996
372,71.27740000000001
649,82.3641
349,71.22470000000001
53,94.4867
151,86.229
197,72.8373
839,59.814899999999994
1092,77.50649999999999
763,79.73760000000001
978,38.670700000000004
473,57.6311
357,73.9499
1013,115.5201
448,69.3611
474,77.0451
898,64.97289999999998
526,64.786
816,58.701100000000004
319,87.3946
1027,108.59849999999999
1009,118.543
679,89.74849999999999
74,103.331
50,69.1124
579,86.00600000000003
130,97.6631
429,127.5212
150,83.13710000000002
139,85.9518
207,95.90340000000002
471,99.7822
510,65.3254
573,101.43130000000001
583,84.3301
410,81.00850000000001
870,82.728
481,98.21889999999999
1035,75.3913
466,91.02959999999999
375,71.2241
556,90.04060000000001
527,79.9988
655,89.1284
657,57.86300000000001
1000,87.55850000000001
644,81.3501
652,76.77810000000001
961,67.5361
692,72.7919
336,76.93440000000001
337,56.9238
838,89.7876
1021,65.04490000000001
937,86.56
646,73.972
192,40.7305
107,58.717200000000005
639,99.0733
538,126.884
595,88.7375
246,68.512
1075,50.50000000000001
438,50.81940000000001
995,83.41369999999999
1110,76.9343
1007,66.77759999999999
475,119.251
200,90.44919999999999
173,66.0701
610,93.3963
167,82.0522
966,73.9987
445,89.0816
563,60.690999999999995
266,64.3215
1059,83.3216
391,82.2444
1012,98.68759999999999
368,63.84739999999999
589,85.8238
463,84.52369999999999
199,74.5433
846,76.19090000000001
455,75.1234
145,108.49779999999998
2,75.2984
575,78.81320000000001
1098,47.4463
742,40.6921
1064,106.5024
1001,63.472500000000004
847,54.4818
799,70.5875
103,70.67869999999999
1065,59.2457
129,62.92659999999999
191,52.390100000000004
303,97.07279999999999
947,56.7925
996,49.008100000000006
60,57.253299999999996
491,115.0472
63,92.7226
395,87.959
603,84.4718
397,94.8167
905,53.7063
525,77.55050000000001
212,106.4105
1032,91.3954
593,53.58549999999999
849,101.7644
489,79.7905
347,80.96129999999998
365,79.7782
1061,62.82280000000001
117,78.50469999999997
668,46.0135
71,94.18040000000002
282,59.908699999999996
320,97.2666
28,44.3838
664,67.3004
452,69.6372
545,65.283
270,89.71539999999999
39,52.1187
531,72.3814
600,77.8564
344,96.16090000000001
515,107.80080000000001
228,52.787699999999994
407,93.29269999999998
314,59.95569999999999
454,61.537099999999995
101,84.22780000000002
704,62.114999999999995
279,72.4343
577,94.75330000000001
748,64.8627
308,77.23600000000002
861,100.36
604,37.6834
765,99.0066
286,88.2165
267,80.5666
735,74.9397
88,75.1991
514,60.3267
450,75.2341
711,62.83189999999999
546,112.0102
1071,65.7354
443,51.8671
1017,84.10610000000001
385,90.8493
277,102.0857
798,96.5555
887,68.01089999999999
239,106.6034
828,79.6959
330,72.3255
195,74.4978
811,112.18149999999999
597,108.5775
470,106.01929999999997
251,69.4614
343,79.2885
289,68.777
174,99.98930000000001
108,43.2817
647,122.4086
989,85.40300000000002
367,100.38510000000001
855,88.25450000000001
1034,96.6104
817,121.31060000000001
388,100.2356
914,88.7653
296,73.3386
217,90.30660000000002
125,73.4515
1024,87.5758
822,26.610999999999997
170,96.3632
553,67.08409999999999
661,58.9973
716,60.407199999999996
494,59.424899999999994
758,62.79270000000001
190,70.3803
533,88.48150000000001
159,74.90729999999999
378,49.311099999999996
70,75.5716
1085,62.3813
992,80.0378
643,96.50370000000001
818,66.2953
490,81.6919
888,81.63340000000001
682,43.378
662,85.86070000000001
504,53.6054
552,70.423
903,84.56429999999999
124,97.85729999999998
381,95.1141
1072,61.462199999999996
1114,57.367900000000006
128,94.5386
325,96.41239999999999
1094,60.6384
413,52.5323
309,82.9676
663,61.58999999999999
808,77.08149999999999
42,76.80700000000002
521,88.40939999999999
569,66.22059999999999
884,60.3971
415,69.6261
1040,61.97939999999999
1056,80.19850000000001
328,97.484
685,99.7129
697,40.4476
943,66.58120000000001
68,163.7548
708,60.3485
359,52.2445
902,74.61989999999999
274,89.9846
737,59.7437
294,120.26200000000003
648,50.5296
810,72.03550000000001
712,84.8859
922,85.696
1095,62.9465
963,57.91299999999999
1067,54.7207
98,70.2039
541,121.027
460,70.4158
416,106.46369999999997
926,54.109899999999996
69,84.08399999999999
773,52.3992
739,83.7642
186,90.5713
691,83.53709999999998
771,55.5457
629,105.9362
215,89.57330000000002
146,65.07880000000002
142,53.189899999999994
1057,58.0461
894,56.95470000000001
433,66.9689
12,99.7383
377,86.73830000000002
1093,88.63179999999998
899,65.30010000000001
223,70.3069
906,72.0865
658,74.1534
1047,103.705
815,96.4768
402,72.88390000000001
36,46.6441
316,64.52539999999999
262,59.558699999999995
570,80.2695
608,59.4775
20,44.06870000000001
909,48.8893
791,79.0882
872,62.0501
484,51.275
327,101.16629999999999
927,68.3056
116,61.7538
998,97.8569
671,75.5353
1023,73.9342
821,87.912
856,45.331100000000006
793,54.5398
622,77.9732
346,91.85950000000001
759,69.8622
21,113.347
1043,100.9205
901,93.0399
744,51.633100000000006
979,88.33309999999999
851,78.7309
746,139.7866
750,79.9333
269,76.72850000000001
1015,65.4458
483,31.7326
863,34.3094
1002,104.8273
945,95.0572
322,116.07320000000001
971,66.98740000000001
252,93.26609999999998
623,78.05109999999999
99,98.8983
778,68.73039999999999
219,66.8103
783,102.04390000000001
414,79.5654
100,111.6456
721,91.5182
932,57.137800000000006
874,42.5128
404,95.83810000000001
148,108.90449999999998
895,71.5634
890,48.605599999999995
25,104.264
435,126.56470000000002
247,93.70410000000001
123,67.682
276,75.2939
938,75.44529999999999
1079,80.0759
769,54.9396
1080,93.41830000000002
1022,62.7909
400,54.091899999999995
95,83.24289999999999
278,64.83359999999999
233,76.52329999999999
411,82.24650000000001
1069,91.1913
782,58.0771
1113,72.69539999999999
399,66.2875
263,53.9731
819,54.052499999999995
1046,82.72570000000002
605,64.2778
990,86.932
555,39.76650000000001
87,61.201299999999996
1048,97.5498
331,68.6104
950,48.048700000000004
873,117.6132
245,76.9236
896,67.24069999999999
714,31.390700000000002
449,73.9108
1052,44.7547
674,55.15469999999999
133,37.248
305,77.5017
707,57.706
942,66.2051
820,73.1681
542,51.2521
1074,78.91159999999999
1077,66.41059999999999
666,104.9603
1055,86.96629999999999
1091,36.8146
1,84.44099999999999
157,69.6793
519,84.4044
946,70.8416
781,68.7066
625,83.9013
1020,92.4152
1003,82.6959
743,81.84959999999998
1099,114.0784
919,97.7376
795,69.5187
1101,72.548
302,69.7234
858,90.21819999999998
384,55.849000000000004
881,79.9394
1028,44.0179
376,61.1747
549,76.0678
892,75.7535
562,106.90180000000001
1029,95.39780000000002
921,107.51570000000001
1054,45.368900000000004
121,42.9289
227,55.0947
1051,80.7075
226,59.106500000000004
638,68.0685
787,74.7718
291,44.9619
106,81.8869
260,61.220000000000006
917,54.168800000000005
948,81.4094
353,70.2383
78,91.68070000000002
334,87.3187
929,57.4809
431,63.8132
698,57.916
417,105.83589999999998
352,62.94799999999999
516,40.213300000000004
532,89.35059999999999
1112,61.696200000000005
1076,93.73450000000001
672,77.6078
221,56.3422
300,50.3176
753,61.82939999999999
727,82.89429999999999
962,47.2998
730,77.20940000000002
493,51.011700000000005
876,95.6738
842,72.6427
214,61.94039999999999
141,67.8107
650,100.7678
250,51.88
695,47.192699999999995
84,91.66539999999999
211,108.2127
222,51.6488
683,61.1125
618,80.90910000000001
776,59.76990000000001
764,88.5736
965,72.9192
390,109.3914
243,93.7712
543,65.5258
930,108.37710000000001
57,59.8702
86,65.5558
1042,80.9166
297,93.0171
144,58.95429999999999
394,83.5658
478,61.7962
860,48.9132
825,91.75940000000001
434,88.4367
392,78.992
27,80.35309999999998
590,90.9919
940,68.8169
187,97.8331
578,104.93449999999999
342,78.14869999999999
877,68.88119999999999
80,70.32419999999999
386,89.3628
826,89.7577
611,62.5361
48,101.16129999999998
231,110.0507
627,70.03890000000001
699,81.17129999999999
77,96.16460000000001
1106,149.29250000000002
502,106.74550000000002
686,70.6125
256,68.97879999999999
785,60.9136
241,76.12400000000001
406,48.3683
641,86.58260000000001
1010,88.3766
427,74.3516
1104,60.3664
7,80.54830000000001
731,62.6887
566,74.8664
248,98.10390000000001
756,62.5876
801,57.718900000000005
464,38.7285
591,56.246700000000004
841,66.5273
380,30.919900000000002
551,60.68410000000001
1006,81.2747
90,37.796800000000005
112,74.8893
363,98.12219999999999
529,57.8544
976,74.9232
451,57.6198
975,69.09440000000001
586,94.47509999999998
329,99.71269999999998
311,50.712900000000005
1087,58.3001
436,64.478
76,85.7855
94,89.4496
724,60.3224
58,100.87169999999999
665,58.29199999999999
809,79.63319999999999
461,53.84210000000001
339,43.9481
882,71.5286
178,73.22249999999998
651,76.80510000000001
614,80.94720000000001
362,83.2022
1011,75.2747
705,73.20599999999999
370,68.69
1058,73.96740000000001
913,40.0793
105,43.7379
633,121.0815
954,57.84509999999999
420,101.19510000000001
147,54.668800000000005
164,76.9854
499,102.34259999999999
994,78.21920000000001
304,52.17829999999999
740,61.64170000000001
678,105.6496
73,90.64660000000002
792,90.3073
185,74.63539999999999
210,70.9195
761,75.7316
89,85.56229999999998
41,72.8173
559,59.256299999999996
293,61.4518
931,85.0368
488,52.3103
109,69.5477
1109,85.325
82,82.49300000000001
6,75.4736
757,63.952000000000005
1108,83.6272
477,91.71110000000002
201,69.1852
722,67.4416
807,45.16270000000001
38,78.06200000000001
974,71.3652
642,67.7669
356,81.74249999999999
624,55.1503
152,37.2027
831,65.5042
3,37.2859
935,51.0286
447,80.0591
218,60.84079999999999
33,86.9019
703,95.7979
912,95.7305
1050,98.1476
206,65.3774
505,82.57390000000001
729,84.31450000000001
507,64.5709
232,60.851200000000006
136,68.5163
588,75.3694
548,64.09009999999999
656,70.5186
171,114.56900000000002
754,79.3169
290,130.2231
1062,68.7869
709,121.16590000000001
830,71.0262
430,93.85119999999999
968,48.05900000000001
718,90.64549999999998
465,76.40610000000001
951,65.7279
72,54.2449
534,50.5926
1063,68.72730000000001
585,63.410500000000006
295,66.2044
43,59.031299999999995
920,101.3733
193,62.559599999999996
564,67.0687
797,73.2651
832,65.1589
315,101.00070000000001
23,54.4377
382,71.80290000000001
345,71.7287
1081,90.1581
196,85.30609999999999
203,72.9376
572,55.067499999999995
292,94.4846
265,56.5266
535,70.3635
814,97.2321
45,81.544
1073,78.31280000000001
889,89.3427
284,85.4563
234,49.7953
1097,82.9332
999,56.3628
879,97.438
866,114.65390000000002
669,98.52919999999999
4,62.79380000000001
900,63.9488
492,55.751999999999995
804,92.11510000000001
51,96.51249999999999
56,103.0164
425,54.13270000000001
567,76.2444
503,47.6913
120,74.0852
398,115.4365
111,51.008900000000004
1083,84.19400000000002
1090,86.87100000000001
40,68.9186
985,54.7253
911,46.80760000000001
424,63.9001
779,67.36170000000001
283,71.96199999999999
24,55.6205
628,40.502700000000004
982,68.1116
