minute,sum(bid_price)
2024-06-01 01:10,575.4244000000001
2024-06-01 01:11,427.1616
2024-06-01 01:12,538.4306
2024-06-01 01:13,520.1152999999999
2024-06-01 01:14,446.5899
2024-06-01 01:15,531.1237
2024-06-01 01:16,501.51509999999996
2024-06-01 01:17,432.7824
2024-06-01 01:18,517.0022
2024-06-01 01:19,599.3731
2024-06-01 01:20,526.8537
2024-06-01 01:21,549.3444
2024-06-01 01:22,539.4874
2024-06-01 01:23,453.30339999999995
2024-06-01 01:24,545.923
2024-06-01 01:25,451.7324
2024-06-01 01:26,486.98420000000004
2024-06-01 01:27,478.15979999999996
2024-06-01 01:28,529.5477
2024-06-01 01:29,499.64660000000003
2024-06-01 01:30,504.04419999999993
2024-06-01 01:31,551.6979
2024-06-01 01:32,450.2996999999999
2024-06-01 01:33,491.05150000000003
2024-06-01 01:34,494.6902
2024-06-01 01:35,554.0687
2024-06-01 01:36,477.4799
2024-06-01 01:37,411.92420000000004
2024-06-01 01:38,431.2022
2024-06-01 01:39,476.9091
2024-06-01 01:40,488.6421999999999
2024-06-01 01:41,468.5730999999999
2024-06-01 01:42,470.55889999999994
2024-06-01 01:43,430.39979999999997
2024-06-01 01:44,575.5908000000002
2024-06-01 01:45,483.3822
2024-06-01 01:46,427.2946
2024-06-01 01:47,472.13809999999995
2024-06-01 01:48,449.6338
2024-06-01 01:49,463.95240000000007
2024-06-01 01:50,538.6879
2024-06-01 01:51,467.4382
2024-06-01 01:52,529.7994
2024-06-01 01:53,493.9127000000001
2024-06-01 01:54,484.357
2024-06-01 01:55,506.929
2024-06-01 01:56,529.0655
2024-06-01 01:57,431.4448
2024-06-01 01:58,497.33869999999996
2024-06-01 01:59,506.6127
2024-06-01 02:00,486.4063999999999
2024-06-01 02:01,537.5191000000001
2024-06-01 02:02,470.3211
2024-06-01 02:03,568.9888
2024-06-01 02:04,439.8897
2024-06-01 02:05,582.0393
2024-06-01 02:06,486.2700000000001
2024-06-01 02:07,508.979
2024-06-01 02:08,485.6659
2024-06-01 02:09,554.1491000000001
2024-06-01 02:10,527.1641
2024-06-01 02:11,520.0747
2024-06-01 02:12,508.83799999999997
2024-06-01 02:13,445.79830000000004
2024-06-01 02:14,479.5116000000001
2024-06-01 02:15,476.902
2024-06-01 02:16,507.9836
2024-06-01 02:17,603.8163999999999
2024-06-01 02:18,473.35389999999995
2024-06-01 02:19,580.1637000000001
2024-06-01 02:20,484.7114000000001
2024-06-01 02:21,550.6249
2024-06-01 02:22,574.8149999999999
2024-06-01 02:23,470.56010000000003
2024-06-01 02:24,516.8602
2024-06-01 02:25,463.5864
2024-06-01 02:26,519.6158
2024-06-01 02:27,497.00610000000006
2024-06-01 02:28,492.87120000000004
2024-06-01 02:29,454.1634000000001
2024-06-01 02:30,518.4746
2024-06-01 02:31,555.4476
2024-06-01 02:32,440.8993
2024-06-01 02:33,558.1998
2024-06-01 02:34,502.7328
2024-06-01 02:35,485.1367
2024-06-01 02:36,447.353
2024-06-01 02:37,458.29440000000005
2024-06-01 02:38,607.7186999999999
2024-06-01 02:39,533.7666999999999
2024-06-01 02:40,385.95900000000006
2024-06-01 02:41,528.6562
2024-06-01 02:42,487.34060000000005
2024-06-01 02:43,466.24300000000005
2024-06-01 02:44,502.6852
2024-06-01 02:45,523.5702
2024-06-01 02:46,536.1618
2024-06-01 02:47,431.80609999999996
2024-06-01 02:48,431.38249999999994
2024-06-01 02:49,477.7123
2024-06-01 02:50,500.1236
2024-06-01 02:51,531.0335
2024-06-01 02:52,565.1062999999999
2024-06-01 02:53,473.92179999999996
2024-06-01 02:54,505.3867
2024-06-01 02:55,372.8433
2024-06-01 02:56,531.7013999999999
2024-06-01 02:57,424.0781999999999
2024-06-01 02:58,449.01509999999996
2024-06-01 02:59,552.0719
2024-06-01 03:00,450.06269999999995
2024-06-01 03:01,526.8684000000001
2024-06-01 03:02,564.7416000000001
2024-06-01 03:03,447.2075
2024-06-01 03:04,542.9212
2024-06-01 03:05,414.55219999999997
2024-06-01 03:06,456.12209999999993
2024-06-01 03:07,505.8896000000001
2024-06-01 03:08,483.66450000000003
2024-06-01 03:09,507.77369999999996
2024-06-01 03:10,418.0586
2024-06-01 03:11,564.0403
2024-06-01 03:12,491.1308
2024-06-01 03:13,512.9581000000001
2024-06-01 03:14,469.67959999999994
2024-06-01 03:15,553.9581999999999
2024-06-01 03:16,477.6687
2024-06-01 03:17,518.0817999999999
2024-06-01 03:18,512.2059
2024-06-01 03:19,526.7463999999999
2024-06-01 03:20,459.36190000000005
2024-06-01 03:21,432.4138
2024-06-01 03:22,462.1337
2024-06-01 03:23,497.2039999999999
2024-06-01 03:24,514.4106999999999
2024-06-01 03:25,445.41679999999997
2024-06-01 03:26,444.964
2024-06-01 03:27,481.4224
2024-06-01 03:28,432.65430000000003
2024-06-01 03:29,435.20269999999994
2024-06-01 03:30,430.1915
2024-06-01 03:31,479.81
2024-06-01 03:32,492.3081000000001
2024-06-01 03:33,497.3132999999999
2024-06-01 03:34,450.77369999999996
2024-06-01 03:35,518.9649
2024-06-01 03:36,511.6807
2024-06-01 03:37,540.7953
2024-06-01 03:38,470.9595
2024-06-01 03:39,509.2875
2024-06-01 03:40,530.4366
2024-06-01 03:41,511.1
2024-06-01 03:42,499.3935
2024-06-01 03:43,564.7316
2024-06-01 03:44,430.7767999999999
2024-06-01 03:45,500.8035
2024-06-01 03:46,529.7477999999999
2024-06-01 03:47,376.4585000000001
2024-06-01 03:48,519.8079
2024-06-01 03:49,474.5289
2024-06-01 03:50,608.3088
2024-06-01 03:51,448.9001
2024-06-01 03:52,433.24670000000003
2024-06-01 03:53,517.0155
2024-06-01 03:54,464.8142
2024-06-01 03:55,457.71999999999997
2024-06-01 03:56,470.2929
2024-06-01 03:57,550.372
2024-06-01 03:58,432.3079
2024-06-01 03:59,520.5489
2024-06-01 04:00,488.3583
2024-06-01 04:01,488.03189999999995
2024-06-01 04:02,530.0369999999999
2024-06-01 04:03,459.3878
2024-06-01 04:04,458.3382000000001
2024-06-01 04:05,469.78679999999997
2024-06-01 04:06,497.68519999999995
2024-06-01 04:07,434.3505
2024-06-01 04:08,438.1032
2024-06-01 04:09,471.64050000000003
2024-06-01 04:10,503.7422000000001
2024-06-01 04:11,470.42939999999993
2024-06-01 04:12,544.2687999999999
2024-06-01 04:13,479.4122
2024-06-01 04:14,465.02200000000005
2024-06-01 04:15,441.225
2024-06-01 04:16,544.0849000000001
2024-06-01 04:17,460.2653
2024-06-01 04:18,479.89789999999994
2024-06-01 04:19,454.9871
2024-06-01 04:20,517.3618
2024-06-01 04:21,426.0829
2024-06-01 04:22,520.3356000000001
2024-06-01 04:23,477.8263
2024-06-01 04:24,541.6525
2024-06-01 04:25,455.8106
2024-06-01 04:26,466.8852999999999
2024-06-01 04:27,454.476
2024-06-01 04:28,498.76619999999997
2024-06-01 04:29,524.1923
2024-06-01 04:30,490.1354999999999
2024-06-01 04:31,462.84489999999994
2024-06-01 04:32,411.4851
2024-06-01 04:33,527.0235
2024-06-01 04:34,440.8667
2024-06-01 04:35,496.7471
2024-06-01 04:36,520.1509
2024-06-01 04:37,530.0814
2024-06-01 04:38,496.10169999999994
2024-06-01 04:39,590.8813
2024-06-01 04:40,455.2615
2024-06-01 04:41,408.6866
2024-06-01 04:42,520.4685000000001
2024-06-01 04:43,530.7966
2024-06-01 04:44,512.2714000000001
2024-06-01 04:45,545.1963
2024-06-01 04:46,543.2849
2024-06-01 04:47,499.3704000000001
2024-06-01 04:48,524.6587
2024-06-01 04:49,529.5896
2024-06-01 04:50,439.02559999999994
2024-06-01 04:51,416.7014
2024-06-01 04:52,534.0935999999999
2024-06-01 04:53,504.24960000000004
2024-06-01 04:54,512.5060000000001
2024-06-01 04:55,485.83650000000006
2024-06-01 04:56,508.72120000000007
2024-06-01 04:57,513.4257
2024-06-01 04:58,549.9017999999999
2024-06-01 04:59,544.828
2024-06-01 05:00,413.4524
2024-06-01 05:01,452.36850000000004
2024-06-01 05:02,481.47039999999987
2024-06-01 05:03,472.6828
2024-06-01 05:04,533.8268
2024-06-01 05:05,469.3089
2024-06-01 05:06,492.1959000000001
2024-06-01 05:07,464.9432
2024-06-01 05:08,428.1587
2024-06-01 05:09,506.71599999999995
2024-06-01 05:10,525.3242
2024-06-01 05:11,544.2163
2024-06-01 05:12,518.0649
2024-06-01 05:13,482.8249
2024-06-01 05:14,556.1544
2024-06-01 05:15,511.2255000000001
2024-06-01 05:16,571.2272
2024-06-01 05:17,542.8088
2024-06-01 05:18,543.3984
2024-06-01 05:19,467.42959999999994
2024-06-01 05:20,538.9906
2024-06-01 05:21,563.8071
2024-06-01 05:22,456.3261
2024-06-01 05:23,496.09989999999993
2024-06-01 05:24,460.6767
2024-06-01 05:25,515.2475999999999
2024-06-01 05:26,499.7398999999999
2024-06-01 05:27,565.6281
2024-06-01 05:28,480.95379999999994
2024-06-01 05:29,469.3392
2024-06-01 05:30,526.6405
2024-06-01 05:31,503.1124000000001
2024-06-01 05:32,509.71070000000003
2024-06-01 05:33,566.8337999999999
2024-06-01 05:34,511.1354
2024-06-01 05:35,457.53950000000003
2024-06-01 05:36,548.3598999999999
2024-06-01 05:37,457.61210000000005
2024-06-01 05:38,454.5056
2024-06-01 05:39,440.8817
2024-06-01 05:40,491.3402
2024-06-01 05:41,487.2671
2024-06-01 05:42,444.38289999999995
2024-06-01 05:43,452.81870000000004
2024-06-01 05:44,455.4864
2024-06-01 05:45,501.65409999999997
2024-06-01 05:46,506.27509999999995
2024-06-01 05:47,494.2664
2024-06-01 05:48,503.9458
2024-06-01 05:49,544.7321000000001
2024-06-01 05:50,511.6362999999999
2024-06-01 05:51,430.53420000000006
2024-06-01 05:52,499.9957
2024-06-01 05:53,461.0606
2024-06-01 05:54,496.89670000000007
2024-06-01 05:55,491.9521
2024-06-01 05:56,469.2675
2024-06-01 05:57,467.4044
2024-06-01 05:58,480.4814
2024-06-01 05:59,427.53799999999995
2024-06-01 06:00,474.90340000000003
2024-06-01 06:01,526.9753
2024-06-01 06:02,500.3478
2024-06-01 06:03,468.7261
2024-06-01 06:04,435.2709
2024-06-01 06:05,493.77809999999994
2024-06-01 06:06,467.59600000000006
2024-06-01 06:07,484.12719999999996
2024-06-01 06:08,507.41390000000007
2024-06-01 06:09,443.00579999999997
2024-06-01 06:10,561.1131
2024-06-01 06:11,543.2331
2024-06-01 06:12,492.75659999999993
2024-06-01 06:13,544.2293000000001
2024-06-01 06:14,465.77340000000004
2024-06-01 06:15,502.5513
2024-06-01 06:16,480.15199999999993
2024-06-01 06:17,450.19939999999997
2024-06-01 06:18,459.60130000000004
2024-06-01 06:19,517.3817
2024-06-01 06:20,404.6423
2024-06-01 06:21,513.8366000000001
2024-06-01 06:22,582.0694
2024-06-01 06:23,433.3117
2024-06-01 06:24,406.6078
2024-06-01 06:25,438.423
2024-06-01 06:26,532.9654
2024-06-01 06:27,412.9743
2024-06-01 06:28,467.07359999999994
2024-06-01 06:29,521.6811999999999
2024-06-01 06:30,408.77099999999996
2024-06-01 06:31,465.13
2024-06-01 06:32,451.6699
2024-06-01 06:33,415.5463
2024-06-01 06:34,487.6588
2024-06-01 06:35,538.2144999999999
2024-06-01 06:36,373.90690000000006
2024-06-01 06:37,495.6862
2024-06-01 06:38,532.1031
2024-06-01 06:39,494.2644
2024-06-01 06:40,532.6272
2024-06-01 06:41,566.2617
2024-06-01 06:42,481.15129999999994
2024-06-01 06:43,528.5197999999999
2024-06-01 06:44,477.89349999999996
2024-06-01 06:45,501.2143
2024-06-01 06:46,477.13360000000006
2024-06-01 06:47,618.3118999999999
2024-06-01 06:48,561.8574
2024-06-01 06:49,502.08919999999995
2024-06-01 06:50,435.857
2024-06-01 06:51,485.1012
2024-06-01 06:52,495.2720999999999
2024-06-01 06:53,547.2218
2024-06-01 06:54,443.2817
2024-06-01 06:55,531.8580000000001
2024-06-01 06:56,493.91710000000006
2024-06-01 06:57,512.5331
2024-06-01 06:58,488.8546000000001
2024-06-01 06:59,486.4799
2024-06-01 07:00,412.5849
2024-06-01 07:01,495.1167
2024-06-01 07:02,529.9553
2024-06-01 07:03,519.8128
2024-06-01 07:04,401.5233
2024-06-01 07:05,591.2062
2024-06-01 07:06,478.3802000000001
2024-06-01 07:07,554.5538
2024-06-01 07:08,498.21739999999994
2024-06-01 07:09,461.5893
2024-06-01 07:10,505.6697
2024-06-01 07:11,487.41409999999996
2024-06-01 07:12,501.9435
2024-06-01 07:13,531.949
2024-06-01 07:14,542.8629
2024-06-01 07:15,427.8181
2024-06-01 07:16,525.1079
2024-06-01 07:17,529.2562
2024-06-01 07:18,462.7652999999999
2024-06-01 07:19,503.39879999999994
2024-06-01 07:20,562.394
2024-06-01 07:21,492.2534
2024-06-01 07:22,462.6821
2024-06-01 07:23,460.63090000000005
2024-06-01 07:24,488.42009999999993
2024-06-01 07:25,479.42689999999993
2024-06-01 07:26,414.57689999999997
2024-06-01 07:27,523.1604000000001
2024-06-01 07:28,448.65520000000004
2024-06-01 07:29,541.1734
2024-06-01 07:30,394.0575
2024-06-01 07:31,499.25999999999993
2024-06-01 07:32,524.7836
2024-06-01 07:33,538.8806999999999
2024-06-01 07:34,581.2458999999999
2024-06-01 07:35,463.22810000000004
2024-06-01 07:36,432.6942
2024-06-01 07:37,504.1364
2024-06-01 07:38,498.1327
2024-06-01 07:39,591.4885999999999
2024-06-01 07:40,502.7337999999999
2024-06-01 07:41,506.64079999999996
2024-06-01 07:42,450.04689999999994
2024-06-01 07:43,518.1125999999999
2024-06-01 07:44,578.5388
2024-06-01 07:45,508.4939
2024-06-01 07:46,466.89270000000005
2024-06-01 07:47,448.7671
2024-06-01 07:48,571.7935
2024-06-01 07:49,633.2135
2024-06-01 07:50,400.1494
2024-06-01 07:51,554.2139
2024-06-01 07:52,401.5527
2024-06-01 07:53,594.1393000000002
2024-06-01 07:54,479.03990000000005
2024-06-01 07:55,489.8352
2024-06-01 07:56,472.9897
2024-06-01 07:57,517.5226
2024-06-01 07:58,517.1425
2024-06-01 07:59,561.857
2024-06-01 08:00,445.94590000000005
2024-06-01 08:01,477.7676000000001
2024-06-01 08:02,451.5030000000001
2024-06-01 08:03,573.1974999999999
2024-06-01 08:04,450.8499
2024-06-01 08:05,473.8865
2024-06-01 08:06,378.3839000000001
2024-06-01 08:07,417.59979999999996
2024-06-01 08:08,539.0813
2024-06-01 08:09,503.062
2024-06-01 08:10,465.69419999999997
2024-06-01 08:11,495.63059999999996
2024-06-01 08:12,459.8060999999999
2024-06-01 08:13,422.1
2024-06-01 08:14,563.4014
2024-06-01 08:15,517.7306
2024-06-01 08:16,557.7811
2024-06-01 08:17,417.3637
2024-06-01 08:18,568.992
2024-06-01 08:19,482.2235
2024-06-01 08:20,529.827
2024-06-01 08:21,574.8623
2024-06-01 08:22,469.685
2024-06-01 08:23,521.3539
2024-06-01 08:24,524.8765
2024-06-01 08:25,529.6374
2024-06-01 08:26,535.4708
2024-06-01 08:27,476.6184999999999
2024-06-01 08:28,473.16849999999994
2024-06-01 08:29,536.7153
2024-06-01 08:30,413.7954
2024-06-01 08:31,444.65470000000005
2024-06-01 08:32,443.46020000000004
2024-06-01 08:33,467.5247
2024-06-01 08:34,502.3026
2024-06-01 08:35,478.2897
2024-06-01 08:36,506.7941
2024-06-01 08:37,515.8305
2024-06-01 08:38,482.33900000000006
2024-06-01 08:39,487.77860000000004
2024-06-01 08:40,471.08009999999996
2024-06-01 08:41,499.5544999999999
2024-06-01 08:42,377.9397
2024-06-01 08:43,533.8947
2024-06-01 08:44,481.9367
2024-06-01 08:45,509.4106
2024-06-01 08:46,439.42359999999996
2024-06-01 08:47,434.0695
2024-06-01 08:48,447.3875
2024-06-01 08:49,453.6503000000001
2024-06-01 08:50,471.91909999999996
2024-06-01 08:51,493.4689
2024-06-01 08:52,420.1672
2024-06-01 08:53,481.57610000000005
2024-06-01 08:54,565.7218
2024-06-01 08:55,532.3983000000002
2024-06-01 08:56,474.17310000000003
2024-06-01 08:57,474.9365
2024-06-01 08:58,420.2002
2024-06-01 08:59,496.27779999999996
2024-06-01 09:00,432.3011
2024-06-01 09:01,573.8116
2024-06-01 09:02,498.9946
2024-06-01 09:03,489.9323999999999
2024-06-01 09:04,529.9539
2024-06-01 09:05,513.6559
2024-06-01 09:06,514.1328
2024-06-01 09:07,532.8967
2024-06-01 09:08,411.1898
2024-06-01 09:09,609.2443
2024-06-01 09:10,579.1095
2024-06-01 09:11,401.5570999999999
2024-06-01 09:12,508.9159000000001
2024-06-01 09:13,492.0265
2024-06-01 09:14,474.14680000000004
2024-06-01 09:15,473.94300000000004
2024-06-01 09:16,488.6109
2024-06-01 09:17,489.118
2024-06-01 09:18,428.5549
2024-06-01 09:19,529.1169000000001
2024-06-01 09:20,456.0854
2024-06-01 09:21,572.9739000000001
2024-06-01 09:22,486.58169999999996
2024-06-01 09:23,511.4179000000001
2024-06-01 09:24,645.7068
2024-06-01 09:25,457.5309
2024-06-01 09:26,547.4091000000001
2024-06-01 09:27,415.4025
2024-06-01 09:28,528.4299
2024-06-01 09:29,443.42109999999997
2024-06-01 09:30,475.6643999999999
2024-06-01 09:31,461.56060000000014
2024-06-01 09:32,454.40969999999993
2024-06-01 09:33,490.2657999999999
2024-06-01 09:34,624.0409999999999
2024-06-01 09:35,437.09870000000006
2024-06-01 09:36,465.6877999999999
2024-06-01 09:37,483.06499999999994
2024-06-01 09:38,480.85470000000004
2024-06-01 09:39,518.917
2024-06-01 09:40,438.3492
2024-06-01 09:41,519.1242
2024-06-01 09:42,454.6537000000001
2024-06-01 09:43,387.88329999999996
2024-06-01 09:44,478.9844
2024-06-01 09:45,546.7817
2024-06-01 09:46,427.60820000000007
2024-06-01 09:47,413.2665
2024-06-01 09:48,516.6802
2024-06-01 09:49,478.41380000000004
2024-06-01 09:50,453.55909999999994
2024-06-01 09:51,599.2651
2024-06-01 09:52,494.26619999999997
2024-06-01 09:53,536.6232
2024-06-01 09:54,502.0696
2024-06-01 09:55,524.3158
2024-06-01 09:56,469.5695
2024-06-01 09:57,453.6206000000001
2024-06-01 09:58,425.15150000000006
2024-06-01 09:59,547.9411
2024-06-01 10:00,609.7592999999999
2024-06-01 10:01,518.4944
2024-06-01 10:02,550.4391
2024-06-01 10:03,444.5327
2024-06-01 10:04,441.4705
2024-06-01 10:05,506.53010000000006
2024-06-01 10:06,479.7424
2024-06-01 10:07,473.9158
2024-06-01 10:08,549.0705
2024-06-01 10:09,449.5884
2024-06-01 10:10,499.4131
2024-06-01 10:11,544.5015
2024-06-01 10:12,521.2411999999999
2024-06-01 10:13,490.9166000000001
2024-06-01 10:14,427.6364
2024-06-01 10:15,531.5842
2024-06-01 10:16,431.71709999999996
2024-06-01 10:17,555.4920999999999
2024-06-01 10:18,477.87569999999994
2024-06-01 10:19,517.4312
2024-06-01 10:20,525.3259999999999
2024-06-01 10:21,577.0259
2024-06-01 10:22,416.01609999999994
2024-06-01 10:23,525.604
2024-06-01 10:24,497.4351000000001
2024-06-01 10:25,449.5671
2024-06-01 10:26,424.665
2024-06-01 10:27,401.142
2024-06-01 10:28,625.6395
2024-06-01 10:29,482.87799999999993
2024-06-01 10:30,466.51959999999997
2024-06-01 10:31,516.6512
2024-06-01 10:32,504.6512
2024-06-01 10:33,492.42130000000003
2024-06-01 10:34,464.646
2024-06-01 10:35,549.9402
2024-06-01 10:36,540.2940000000001
2024-06-01 10:37,495.37510000000003
2024-06-01 10:38,475.3397
2024-06-01 10:39,570.2450000000001
2024-06-01 10:40,563.8954
2024-06-01 10:41,493.1753
2024-06-01 10:42,499.7366
2024-06-01 10:43,485.45789999999994
2024-06-01 10:44,499.7267
2024-06-01 10:45,472.3853
2024-06-01 10:46,516.9712
2024-06-01 10:47,452.28119999999996
2024-06-01 10:48,489.84170000000006
2024-06-01 10:49,543.9339
2024-06-01 10:50,470.8455
2024-06-01 10:51,494.84619999999995
2024-06-01 10:52,478.9531
2024-06-01 10:53,495.15529999999995
2024-06-01 10:54,531.1350000000001
2024-06-01 10:55,511.04850000000005
2024-06-01 10:56,398.008
2024-06-01 10:57,476.076
2024-06-01 10:58,477.3292
2024-06-01 10:59,526.0116
2024-06-01 11:00,449.98199999999997
2024-06-01 11:01,510.20109999999994
2024-06-01 11:02,482.44559999999996
2024-06-01 11:03,364.88659999999993
2024-06-01 11:04,457.00360000000006
2024-06-01 11:05,433.53110000000004
2024-06-01 11:06,493.54570000000007
2024-06-01 11:07,528.8758
2024-06-01 11:08,349.5037
2024-06-01 11:09,507.18129999999996
2024-06-01 11:10,513.6146
2024-06-01 11:11,524.0613
2024-06-01 11:12,490.39189999999996
2024-06-01 11:13,472.31480000000005
2024-06-01 11:14,459.46420000000006
2024-06-01 11:15,598.6885
2024-06-01 11:16,474.9942
2024-06-01 11:17,476.6692999999999
2024-06-01 11:18,590.1371
2024-06-01 11:19,549.0214000000001
2024-06-01 11:20,478.72059999999993
2024-06-01 11:21,575.9992
2024-06-01 11:22,492.55060000000003
2024-06-01 11:23,523.4282000000001
2024-06-01 11:24,547.8747000000001
2024-06-01 11:25,534.8851
2024-06-01 11:26,448.82120000000003
2024-06-01 11:27,474.10479999999995
2024-06-01 11:28,423.6754
2024-06-01 11:29,593.3924
2024-06-01 11:30,530.4943
2024-06-01 11:31,455.2717
2024-06-01 11:32,390.7931
2024-06-01 11:33,508.5477000000001
2024-06-01 11:34,455.51070000000004
2024-06-01 11:35,481.1855
2024-06-01 11:36,466.4510000000001
2024-06-01 11:37,654.8271000000001
2024-06-01 11:38,498.4101999999999
2024-06-01 11:39,399.6536
2024-06-01 11:40,533.2016
2024-06-01 11:41,415.20180000000005
2024-06-01 11:42,468.9739
2024-06-01 11:43,592.8045
2024-06-01 11:44,613.9476999999999
2024-06-01 11:45,479.68789999999996
2024-06-01 11:46,505.52860000000004
2024-06-01 11:47,558.9496
2024-06-01 11:48,541.5605999999999
2024-06-01 11:49,470.11929999999995
2024-06-01 11:50,439.2961
2024-06-01 11:51,588.4154000000001
2024-06-01 11:52,543.9848
2024-06-01 11:53,459.9991
2024-06-01 11:54,473.9004
2024-06-01 11:55,455.4272000000001
2024-06-01 11:56,496.1837
2024-06-01 11:57,506.2613
2024-06-01 11:58,550.7298
2024-06-01 11:59,442.10600000000005
2024-06-01 12:00,527.7482
2024-06-01 12:01,599.3281999999999
2024-06-01 12:02,494.39689999999996
2024-06-01 12:03,511.2931
2024-06-01 12:04,476.27410000000003
2024-06-01 12:05,447.26519999999994
2024-06-01 12:06,477.81500000000005
2024-06-01 12:07,494.40689999999995
2024-06-01 12:08,521.0915
2024-06-01 12:09,462.5985
2024-06-01 12:10,534.8271000000001
2024-06-01 12:11,591.9837
2024-06-01 12:12,453.75570000000005
2024-06-01 12:13,478.68430000000006
2024-06-01 12:14,493.3572
2024-06-01 12:15,499.69220000000007
2024-06-01 12:16,528.7521
2024-06-01 12:17,441.2991999999999
2024-06-01 12:18,409.5574
2024-06-01 12:19,494.75620000000004
2024-06-01 12:20,617.3566
2024-06-01 12:21,470.7916
2024-06-01 12:22,539.6957000000001
2024-06-01 12:23,522.3236
2024-06-01 12:24,467.22790000000003
2024-06-01 12:25,491.77949999999987
2024-06-01 12:26,477.6059
2024-06-01 12:27,486.68639999999994
2024-06-01 12:28,456.0899999999999
2024-06-01 12:29,439.8432
2024-06-01 12:30,526.3720000000001
2024-06-01 12:31,357.4464
2024-06-01 12:32,556.5055
2024-06-01 12:33,551.0821000000001
2024-06-01 12:34,554.6297999999999
2024-06-01 12:35,406.55860000000007
2024-06-01 12:36,449.81629999999996
2024-06-01 12:37,512.5947
2024-06-01 12:38,478.2473
2024-06-01 12:39,383.54310000000004
2024-06-01 12:40,492.71459999999996
2024-06-01 12:41,540.2331
2024-06-01 12:42,456.70090000000005
2024-06-01 12:43,533.6656
2024-06-01 12:44,473.8557
2024-06-01 12:45,497.11120000000005
2024-06-01 12:46,490.3728
2024-06-01 12:47,444.9274000000001
2024-06-01 12:48,457.9435
2024-06-01 12:49,396.8032
2024-06-01 12:50,496.5217999999999
2024-06-01 12:51,449.75489999999996
2024-06-01 12:52,466.0943
2024-06-01 12:53,521.068
2024-06-01 12:54,500.1664
2024-06-01 12:55,484.9114
2024-06-01 12:56,549.2916999999999
2024-06-01 12:57,494.62960000000004
2024-06-01 12:58,543.6347
2024-06-01 12:59,487.3999
2024-06-01 13:00,452.0886
2024-06-01 13:01,433.4951
2024-06-01 13:02,471.15160000000003
2024-06-01 13:03,453.0054
2024-06-01 13:04,481.83940000000007
2024-06-01 13:05,519.2465
2024-06-01 13:06,479.42229999999995
2024-06-01 13:07,542.4467
2024-06-01 13:08,480.3162
2024-06-01 13:09,467.303
2024-06-01 13:10,508.08209999999997
2024-06-01 13:11,569.6049999999999
2024-06-01 13:12,468.2622
2024-06-01 13:13,489.4186
2024-06-01 13:14,446.8562
2024-06-01 13:15,485.6917
2024-06-01 13:16,578.6867
2024-06-01 13:17,498.0715
2024-06-01 13:18,515.5998000000001
2024-06-01 13:19,505.03080000000006
2024-06-01 13:20,504.9362999999999
2024-06-01 13:21,485.86589999999995
2024-06-01 13:22,461.06919999999997
2024-06-01 13:23,434.15950000000004
2024-06-01 13:24,475.082
2024-06-01 13:25,466.023
2024-06-01 13:26,496.76320000000004
2024-06-01 13:27,498.3161
